INPUT,MOLECULAR_FORMULA,AVERAGE_MASS,DENSITY_G/CM^3_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID3032622,C4H5NO2,99.089,1.276,0.100693,0.0130617,4.27009,9.09536E-08,4.73187,10.0605,0.455232,0.00139639,0.806696
DTXSID0034227,C12H23NO3,229.32,1.099,4.14954E-05,0.0231739,5.17405,8.48213E-09,9.25974,144.583,2.53399,0.000113065,0.115092
DTXSID8024151,C14H14Cl2N2O,297.18,1.267,3.14051E-06,0.000328095,3.35742,1.32081E-05,9.83676,5334.19,3.81811,1.20175E-06,0.000613441
DTXSID3034662,C14H16Cl2N2O5S,395.25,1.267,3.14051E-06,0.000363078,3.35742,1.32081E-05,9.83676,5334.19,0.35931,1.20175E-06,0.000613441
DTXSID3034664,C15H19N3O4,305.334,1.263,3.34965E-09,0.00443609,3.3512,6.48101E-11,9.20579,27.2745,0.730687,9.62602E-09,0.171009
DTXSID5034270,C14H17N3O3,275.308,1.25,8.31764E-09,0.00360579,3.342,3.03021E-10,9.07922,36.6712,2.46371,8.77853E-08,0.00813003
DTXSID8034665,C13H15N3O3,261.281,1.285,1.43219E-08,0.0043451,3.52197,3.04214E-10,8.99866,99.8607,0.223712,9.12289E-10,0.0433379
DTXSID9034230,C16H24N4O3,320.393,1.285,1.43219E-08,0.00674528,3.52197,3.04214E-10,8.99866,99.8607,1.42808,9.12289E-10,0.0433379
DTXSID3024152,C17H17N3O3,311.341,1.305,5.34564E-10,0.000450817,3.34957,2.08609E-10,9.33619,19.9887,1.86053,1.71302E-10,0.00301365
DTXSID3024287,C15H19N3O3,289.335,1.239,5.11682E-09,0.00181552,3.52308,2.99776E-10,9.15553,7.11061,1.44578,2.11923E-10,0.00486458
DTXSID7058204,C17H13Cl3N4S,411.73,1.524,1.27057E-09,4.02717E-06,13.2535,8.09412E-09,11.7385,544.045,4.93646,6.39566E-10,4.17427E-06
DTXSID1037563,C9H10ClN3O,211.65,1.373,4.35512E-07,0.0058479,3.53784,1.62314E-09,9.90094,36.4834,0.646671,2.13728E-07,0.0204161
DTXSID2040151,C11H16N8O8,388.297,1.73,1.46893E-10,0.1,4.30142,2.34773E-11,9.57862,51.9176,-0.859712,5.39884E-11,0.00192276
DTXSID8034669,C17H22N2O4,318.373,1.155,9.7949E-09,0.000102329,4.30307,1.80489E-09,10.8058,908.524,2.89808,1.34692E-08,0.000295908
DTXSID1057957,C20H17ClO3,340.8,1.311,1.51008E-08,5.94292E-05,18.0756,7.60716E-09,11.5422,683.171,3.45677,2.0057E-08,4.33285E-05
DTXSID0020737,C8H7N,117.151,1.15,0.00177828,0.00758577,4.54575,2.53949E-06,7.46364,120.115,2.14105,0.0122002,0.0301097
DTXSID5020738,C10H9NO2,175.187,1.331,2.36592E-06,0.00321366,3.54715,8.16017E-09,8.1359,103.744,1.41111,5.80515E-07,0.008543
DTXSID8032623,C12H13NO2,203.241,1.316,6.87068E-07,0.00187932,3.54476,6.36718E-10,8.11042,117.068,2.30192,1.42947E-07,0.00947193
DTXSID1032690,C22H17ClF3N3O7,527.84,1.618,8.99498E-11,2.10863E-06,5.69196,2.1634E-08,11.6823,4317.56,4.64653,2.3547E-10,3.82816E-07
DTXSID8040278,C8H8Cl2IO3PS,412.99,1.819,0.000530884,1.75792E-06,5.67604,7.70597E-06,9.74856,6205.5,5.50909,8.32822E-07,6.6168E-07
DTXSID1043968,C14H14IN5O6S,507.26,1.932,2.73527E-12,0.000548277,4.73647,9.56253E-12,9.62766,54.5368,1.87817,2.05787E-10,0.0461674
DTXSID2034673,C14H13IN5NaO6S,529.24,1.932,2.73527E-12,0.000548277,4.73647,9.56253E-12,9.62766,54.5368,1.88119,2.05787E-10,0.0461674
DTXSID7034674,C18H24ClN3O,333.86,1.274,1.59956E-08,3.46737E-05,22.4614,5.6188E-08,10.9862,1240.58,4.20802,3.96404E-08,2.10149E-05
DTXSID7058040,C13H21O3PS,288.34,1.14,2.50035E-05,0.00205116,3.94606,2.81546E-06,9.17566,182.22,3.33956,4.02963E-05,0.00152166
DTXSID3024154,C13H13Cl2N3O3,330.17,1.447,7.85236E-10,6.80769E-05,3.35697,3.12143E-09,10.3451,707.738,2.99839,3.75742E-09,4.00318E-05
DTXSID0047662,C18H28N2O3,320.433,1.008,7.19449E-09,0.000591562,4.52501,2.78758E-10,9.31567,1539.43,2.63712,6.13053E-09,5.51611E-05
DTXSID0051788,C6H11FeO10,298.989,1.671,3.49945E-09,2.37137,4.09194,1.54655E-10,7.9121,119.011,-2.3785,1.65442E-08,4.90398
DTXSID7034676,C9H17ClN3O3PS,313.74,1.307,1.56675E-05,0.000114288,4.73117,3.04073E-07,9.78096,102.61,3.81854,8.70561E-05,0.00024898
DTXSID9041655,C12H16O3,208.257,1.105,0.00146555,0.00054325,3.50639,2.39504E-08,8.62445,79.8854,3.12242,0.000108247,0.000694458
DTXSID6026537,C6H8O6,176.124,1.697,4.48745E-09,2.24905,3.53988,8.44548E-10,8.12372,151.535,-1.85074,1.2512E-07,2.07263
DTXSID2042060,C10H18O,154.253,0.967,0.0729458,0.00860994,6.2173,9.02232E-06,6.57452,1927.24,3.11093,0.0502068,0.00478899
DTXSID2042062,C13H22O2,210.317,0.96,0.0443609,0.00218273,4.75908,0.000190969,5.8331,1641.68,4.33621,0.0656529,0.000117383
DTXSID1026401,C4H10,58.124,0.693,1778.28,0.00423643,10.2271,0.452597,2.00019,17.8833,2.75772,2596.13,0.00127184
DTXSID5026837,C6H12O2,116.16,0.897,19.5884,0.052723,4.1262,0.000451016,3.24253,24.6094,1.76989,17.8094,0.0562333
DTXSID6026612,C8H16O2,144.214,0.871,5.16416,0.0114288,3.67452,0.000433128,3.87341,69.6624,2.74081,4.34724,0.00527136
DTXSID8027614,C6H14N4O2,174.204,1.229,1.34586E-06,0.0691831,4.47646,1.66557E-10,8.63392,124.986,-0.704821,3.08821E-08,0.0507545
DTXSID8032417,C15H24NO4PS,345.39,1.119,2.75423E-06,5.40754E-05,3.35405,1.26555E-09,10.9449,601.467,4.11685,3.01095E-06,6.52371E-05
DTXSID2020765,C10H17N3O2,211.265,1.124,3.06196E-06,0.0855067,3.81801,5.24246E-05,6.09093,100.286,2.37197,0.00100164,4.66775
DTXSID8020753,C12H24O11,344.313,1.718,5.09331E-11,3.16957,4.97803,2.10352E-11,9.58192,41.2018,-3.06898,2.0859E-11,0.212744
DTXSID2042068,C9H17NaO2,180.223,0.945,0.00125026,0.0044978,4.75598,1.64693E-06,6.80666,191.219,0.00205189,0.00229487,0.00248923
DTXSID3042059,C9H18O2,158.241,0.872,1.2735,0.00285102,4.62423,0.000532838,4.4338,128.108,3.23315,0.950959,0.00162935
DTXSID8020759,C9H14O,138.21,0.925,0.429536,0.0304088,3.69868,3.69736E-05,4.32297,25.3723,1.70616,0.440752,0.0887907
DTXSID6042072,C11H15NO2,193.246,1.045,0.000135519,0.00167109,4.49236,1.68873E-08,8.69133,55.0033,2.31367,0.000021382,0.00169245
DTXSID8024157,C15H23N3O4,309.366,1.221,5.32108E-06,9.93116E-06,3.5444,8.79509E-07,8.63412,9998.1,4.502,3.00469E-05,3.5318E-07
DTXSID7020762,C3H8O,60.096,0.863,15.9588,4.7863,7.53284,8.08862E-06,3.47701,3.4364,0.0519477,44.9446,9.00523
DTXSID2025478,C5H10O2,102.133,0.9,47.863,0.151356,4.12558,0.000276183,2.8851,14.0077,1.22114,59.5258,0.274511
DTXSID5051579,C21H42O2,326.565,0.814,2.31206E-06,1.37721E-05,5.71053,2.3059E-07,10.1907,13987,8.99414,3.91595E-05,0.000140633
DTXSID0026838,C17H34O2,270.457,0.834,0.000155239,7.96159E-05,5.69054,7.59007E-07,8.20837,2504.28,6.90324,9.36302E-05,5.19341E-08
DTXSID2025682,C3H9N,59.112,0.83,87.0964,3.23594,6.44876,1.49076E-05,3.6785,3.43404,0.260811,573.852,16.8762
DTXSID8058110,C12H18O4S2,290.39,1.256,0.000226986,0.000760326,4.56098,1.20583E-05,8.95373,284.097,2.88185,0.0141465,0.000182283
DTXSID1042077,C12H18N2O,206.289,1.079,3.50752E-07,0.000519996,4.34177,1.46472E-09,9.80241,100.356,2.6855,2.4854E-08,0.000314271
DTXSID7058208,C20H23F2N3O,359.421,1.3,7.17794E-10,7.46449E-06,4.64033,1.66699E-09,10.8874,24030.4,3.85097,1.04455E-08,2.97998E-05
DTXSID4058025,C11H5Cl2N3OS,298.14,1.538,5.49541E-09,2.75423E-05,3.51987,1.31928E-10,10.6115,922.114,2.40315,1.12592E-08,0.000181391
DTXSID1042079,C10H17N3O2,211.265,1.113,3.25087E-07,0.00199067,4.6213,7.24139E-10,9.46789,293.318,1.97666,3.85195E-07,0.00375943
DTXSID8024159,C18H24N2O4,332.4,1.168,1.48936E-08,2.68534E-05,4.30705,3.22151E-09,10.5488,251.512,3.93986,4.14603E-09,3.72585E-06
DTXSID5034723,C15H12F3NO4S,359.32,1.472,5.09331E-08,2.19281E-05,3.53964,1.85416E-10,9.43248,815.156,2.32189,7.51652E-09,1.74095E-05
DTXSID0042080,C13H16NO4PS,313.31,1.209,8.64968E-06,2.09411E-05,4.79529,3.46044E-07,10.9118,1209.32,3.7282,2.64903E-06,6.05099E-06
DTXSID2035308,C14H24O2,224.344,0.932,0.00013213,0.000125893,5.77597,1.85417E-08,8.08409,1191.25,4.34283,0.00761306,8.70933E-06
DTXSID4029270,C12H16O2,192.258,1.106,0.00483059,0.0025527,3.55152,8.61277E-05,5.79286,1248.85,2.4694,0.00209017,0.0126853
DTXSID4037665,C12H18O3,210.273,1.105,2.63027E-06,0.0065013,3.541,1.50407E-09,9.25924,101.995,1.74391,8.20996E-06,0.0860749
DTXSID0042084,C14H21N3O3,279.34,1.136,4.19759E-09,0.000567545,4.64126,1.60435E-10,9.26774,116.223,3.54,4.27117E-08,0.00117865
DTXSID0058190,C15H14ClNO3,291.73,1.295,1.07895E-08,9.86279E-05,3.34703,1.08927E-05,11.016,385.625,2.41353,1.233E-08,0.00416061
DTXSID7058098,C17H12Cl10O4,634.78,2.146,4.98884E-10,9.22571E-08,527.361,1.29129E-09,10.2083,62734,3.60381,9.336E-11,8.70731E-06
DTXSID1020770,C10Cl10O,490.61,2.249,4.64515E-07,2.31739E-06,914.494,0.000414781,11.6824,15867,5.41094,2.24087E-07,5.66402E-06
DTXSID9035175,C10H9N5O,215.216,1.443,1.6788E-09,0.000879023,3.35802,6.42543E-10,7.8499,74.7643,0.696754,1.6996E-10,0.0351825
DTXSID3032624,C18H28O2,276.42,0.935,1.16145E-05,8.31764E-06,4.6528,9.58564E-07,8.41416,1403.92,5.81761,7.22218E-06,3.78222E-06
DTXSID7023192,C3H6O3,90.078,1.204,0.0270396,5.71479,5.43152,8.92977E-09,6.72122,10.1804,-0.720713,0.0809846,3.22296
DTXSID7024160,C19H15ClF3NO7,461.77,1.53,2.2856E-08,8.22243E-07,3.54758,4.84472E-09,10.267,10041.9,4.80799,6.97866E-08,2.17606E-07
DTXSID2023193,C12H22O11,342.297,1.739,7.87046E-11,3.01301,4.83929,2.15008E-11,9.56643,41.3923,-3.26167,5.44462E-11,0.58306
DTXSID5020106,C6H8O6,176.124,1.683,4.48745E-09,2.36592,3.53988,8.44548E-10,8.12372,151.535,-1.85074,1.2512E-07,2.07263
DTXSID6052297,C17H36N2O2,300.487,0.96,1.93197E-08,0.000801678,5.71935,1.20043E-08,10.6206,911.945,3.92753,2.98023E-06,0.000177139
DTXSID0042086,C18H35NO,281.484,0.862,5.48277E-07,6.36796E-05,9.15433,2.40279E-07,9.64011,1481.38,6.1089,7.05868E-06,0.000303456
DTXSID0042088,C12H26O4S,266.4,1.268,0.00237684,0.00331894,4.68114,2.32822E-07,9.71461,1234.14,3.11316,2.08107E-05,0.00589587
DTXSID5025493,C14H29NO2,243.391,0.917,3.84592E-06,0.000306196,5.60434,1.28768E-09,9.00556,1405.29,3.20003,3.76724E-06,0.0123128
DTXSID8022876,C3H7NO2S,121.15,1.233,0.00266073,0.20893,3.55091,2.4217E-09,7.16943,11.5163,-2.48586,6.87547E-06,2.28542
DTXSID00197080,C14H11NO3,241.246,1.337,1.36773E-08,0.000801678,5.30218,1.65097E-10,9.14853,182.666,2.62089,1.31881E-09,8.33957E-05
DTXSID9042093,C13H18N2O2,234.299,1.236,4.27563E-09,0.000167494,3.94536,5.31137E-06,9.18144,138.297,2.2332,1.51428E-09,2.59858E-05
DTXSID3040279,C13H10BrCl2O2PS,412.06,1.639,1.90546E-06,2.50611E-07,4.68298,8.7831E-06,11.7263,31502.4,6.30829,2.30978E-08,5.14044E-07
DTXSID4042094,C15H26O,222.372,0.9,0.000731139,8.72971E-05,3.77753,9.86668E-07,8.92669,228.19,4.72117,0.00736671,0.0018649
DTXSID5020659,C5H9NO4,147.13,1.336,2.13304E-07,0.484172,3.55378,4.97703E-10,7.25837,21.5301,-3.68797,1.69967E-08,0.689195
DTXSID1023100,C5H10N2O3,146.146,1.207,1.81134E-06,0.258226,3.54478,4.68522E-10,8.123,59.6249,-3.64014,3.32595E-09,0.282563
DTXSID2029612,C10H16,136.238,0.84,2.5704,0.000107152,2.93262,0.022543,4.3111,2297,4.51408,1.5412,9.09154E-05
DTXSID7025502,C10H18O,154.253,0.843,0.0588844,0.00739605,3.34141,2.13141E-05,6.50035,137.653,2.97116,0.159296,0.0102464
DTXSID7026946,C12H20O2,196.29,0.931,0.0308319,0.000954993,4.67242,0.000207172,5.85893,156.102,3.93075,0.11072,0.000301218
DTXSID2020686,C6H6Cl6,290.81,1.579,0.016293,4.84172E-05,18.6094,3.21199E-06,8.09186,1479.84,3.71918,4.24436E-05,1.53011E-05
DTXSID4042098,C18H33NO,279.468,0.873,7.76247E-07,9.37562E-05,3.55176,1.53755E-08,11.1728,2547.04,6.95159,2.70163E-07,1.34416E-05
DTXSID2025505,C18H32O2,280.452,0.921,4.37522E-07,2.51768E-05,4.5009,3.65167E-08,10.6138,2565.21,7.0495,8.65884E-07,7.86582E-07
DTXSID9042099,C22H41NO3,367.574,0.96,8.24138E-09,0.000356451,4.53325,1.02495E-10,9.49612,14046.7,3.552,1.63495E-09,0.000590624
DTXSID7025506,C18H30O2,278.436,0.936,5.29663E-07,0.000063387,3.54885,3.32885E-08,10.6283,2450.47,6.46322,5.40549E-07,8.85537E-07
DTXSID2024163,C9H10Cl2N2O2,249.09,1.412,6.79204E-07,0.000829851,3.53073,1.11731E-09,9.92762,499.316,3.19781,1.44787E-06,0.000289987
DTXSID1042100,C10H19LiO2,178.2,0.905,0.00598412,0.0149279,5.26412,1.63935E-06,7.0774,83.7791,3.06305,0.0687426,0.00224537
DTXSID5040548,C5H11NO2S,149.21,1.209,0.000251189,0.194089,4.5545,1.60362E-07,7.86196,22.5825,-1.86786,0.000394718,0.347237
DTXSID8023632,C4H6O6,150.086,1.709,4.98884E-09,2.91072,4.83695,3.50746E-09,6.60972,57.4828,-1.89953,1.32277E-09,2.96001
DTXSID5021419,C11H12N2O2,204.229,1.341,5.79429E-08,0.00505825,4.37692,4.38389E-11,8.53303,83.031,-1.04732,5.23208E-09,0.0632265
DTXSID5034357,C17H8Cl2F8N2O3,511.15,1.817,5.34564E-09,2.06538E-08,3.54701,1.14456E-11,9.50966,38782.3,5.11978,2.29927E-09,1.01885E-07
DTXSID9020790,C10H19O7PS,314.29,1.252,1.25314E-05,0.0469894,5.76021,8.57022E-10,9.39855,227.413,1.72387,9.82506E-06,0.0240421
DTXSID4020791,C10H19O6PS2,330.35,1.263,7.2277E-06,0.000760326,125.964,4.87686E-09,9.61127,229.268,2.35864,3.38613E-06,0.000439412
DTXSID8021517,C4H4O4,116.072,1.425,1.47231E-05,0.610942,5.33546,6.77597E-09,7.19457,8.6883,-0.480755,7.07636E-05,0.0613067
DTXSID9020792,C4H4N2O2,112.088,1.208,4.01791E-06,0.230144,5.8595,8.0073E-09,7.45445,2.82565,-0.83958,4.89676E-06,0.0464576
DTXSID0027640,C4H6O5,134.087,1.604,4.77529E-07,1.49279,3.56188,6.25678E-09,6.76808,29.409,-1.2627,3.28831E-08,5.17483
DTXSID0025523,C6H6O3,126.111,1.269,0.034914,0.248313,3.54624,4.08387E-07,4.53095,90.3492,0.0882703,0.13152,0.262327
DTXSID4058075,C23H22ClNO4,411.88,1.183,6.10942E-10,1.74181E-05,3.35773,6.09104E-12,10.3326,28245.8,2.85196,1.98519E-09,1.02301E-05
DTXSID4024195,C9H9ClO3,200.62,1.352,1.38038E-05,0.00436516,3.54139,7.04143E-09,8.53099,53.719,3.24334,5.82008E-06,0.00952118
DTXSID0034699,C11H16ClNO3,245.7,1.325,1.63682E-05,0.00414,3.54139,7.04143E-09,8.53099,53.719,1.36433,5.82008E-06,0.00952118
DTXSID4024193,C11H13ClO3,228.67,1.252,5.99791E-06,0.000716143,3.53818,1.55712E-09,8.89726,534.402,3.3109,4.36774E-07,0.000945023
DTXSID6024200,C7H8O,108.14,1.057,0.217771,0.153462,3.57508,8.5716E-07,5.04869,119.813,1.95957,0.109798,0.207966
DTXSID0042117,C10H20NO5PS2,329.37,1.276,6.38263E-07,0.000297852,45.4694,9.3824E-10,10.8824,255.768,2.42379,1.25938E-05,0.00301199
DTXSID9024194,C10H11ClO3,214.65,1.284,0.000013122,0.00348337,3.53297,1.65471E-09,8.6654,20.0971,3.12858,1.90404E-05,0.00741697
DTXSID7034705,C12H18ClNO3,259.73,1.284,0.000013122,0.00348337,3.53297,1.65471E-09,8.6654,20.0971,1.37189,1.90404E-05,0.00741697
DTXSID7058173,C16H14N2O2S,298.36,1.342,3.42768E-08,0.000109396,3.35264,6.65205E-09,11.5209,1367,3.22944,4.81671E-09,1.34602E-05
DTXSID6037564,C16H18Cl2N2O4,373.23,1.341,4.67735E-08,1.89671E-05,4.67495,2.39024E-09,9.57636,2050.6,3.83057,4.74286E-08,5.37249E-05
DTXSID7034709,C11H13F3N2O3S,310.29,1.392,1.93642E-07,0.000131826,5.17182,2.01404E-11,8.98433,199.872,2.02243,4.58725E-09,0.000575797
DTXSID6020802,C3H6N6,126.123,1.534,6.74528E-06,0.0334195,4.50678,9.70264E-09,8.32136,45.8075,-1.36883,3.59417E-10,0.0281653
DTXSID8029650,C10H20O,156.269,0.89,0.11749,0.00301995,3.49277,1.66489E-05,6.6021,319.834,3.34258,0.00554997,0.0016845
DTXSID0058221,C8H16NO3PS2,269.31,1.336,6.53131E-05,0.00756833,4.22724,1.4962E-09,8.95458,127.513,1.04297,0.000195415,0.000217392
DTXSID1037565,C17H19NO2,269.344,1.135,9.66051E-08,0.000011246,3.34319,3.64324E-10,11.2486,6784.76,3.66001,4.18799E-07,0.000046833
DTXSID90274056,C18H24N2O6,364.398,1.265,7.07946E-08,3.58096E-06,3.53978,7.88167E-07,9.88221,3160.24,4.06299,1.93463E-06,6.77781E-07
DTXSID8058087,C16H19N5O9S2,489.47,1.668,5.236E-14,0.000399945,4.27473,1.43709E-11,9.46122,57.7767,1.43012,4.08199E-09,0.000312288
DTXSID6034712,C17H21N5O9S2,503.5,1.593,6.08135E-12,0.000258226,4.26547,1.38449E-11,9.4359,44.2284,1.01427,2.73061E-10,0.000953585
DTXSID7032424,C14H13NO7S,339.32,1.528,3.42768E-08,0.000139316,3.54023,1.01651E-09,10.9158,57.7105,0.78305,2.94552E-10,0.000913897
DTXSID6040373,C24H16F6N4O2,506.408,1.53,1.06905E-10,3.76704E-08,3.55147,5.04898E-08,10.3163,167265,6.22634,1.31639E-08,6.70746E-08
DTXSID6024175,C15H21NO4,279.336,1.063,5.47016E-06,0.00233884,4.28575,3.92326E-09,9.83674,37.2169,1.65024,5.5709E-06,0.043674
DTXSID8032671,C15H21NO4,279.336,1.063,4.63447E-06,0.00233884,4.28575,3.92326E-09,9.83674,37.2169,1.65024,5.5709E-06,0.043674
DTXSID3058038,C23H18ClFN2O4,440.86,1.395,6.9024E-11,3.45144E-07,4.89886,1.32158E-08,11.6798,85944.5,5.23269,4.20795E-09,1.55777E-06
DTXSID4058156,C14H16ClN3O,277.75,1.22,2.22331E-07,0.000312608,3.35856,5.71942E-10,9.58903,151.02,2.13204,4.50768E-07,0.00161163
DTXSID4034497,C17H22ClN3O,319.83,1.285,1.84502E-08,5.61048E-05,5.30793,5.75793E-08,11.4045,1071,3.84953,9.26737E-08,6.69813E-05
DTXSID0037570,C10H11N3OS,221.28,1.333,1.44877E-06,0.000294442,3.51431,8.53376E-10,10.7409,628.36,2.63741,1.12916E-07,0.000269566
DTXSID0058144,C7H13O5PS,240.21,1.215,0.00127644,0.00654636,3.81609,3.55675E-10,7.50457,7.27143,1.56678,0.00119694,0.00166447
DTXSID3025542,C4H6O2,86.09,1.02,1.07152,0.891251,4.26809,3.87147E-07,4.06122,11.6958,0.927511,0.989133,1.03804
DTXSID2021731,CH4O,32.042,0.897,425.598,2.43781,7.57468,4.55795E-06,2.86273,2.75443,-0.768744,126.324,32.6434
DTXSID8027030,CH3NaO,54.024,0.862,303.389,3.57273,7.57468,4.55795E-06,2.86273,2.75443,-0.30202,126.324,32.6434
DTXSID1040293,C9H6Cl2N2O3,261.06,1.502,2.46037E-07,0.000133968,4.50492,3.72064E-05,9.59328,3005.85,3.02812,9.97019E-07,5.37133E-05
DTXSID6020692,C6H12N4,140.19,1.059,0.0143219,0.837529,34.0792,1.52861E-07,4.31856,132.233,-0.164859,0.00401857,0.243402
DTXSID8042137,C14H15NO2,229.279,1.16,2.83792E-07,0.000514044,3.34303,1.94956E-10,10.2512,182.383,2.77821,2.68351E-07,4.92077E-05
DTXSID5020819,C6H11N2O4PS3,302.32,1.426,4.4978E-06,0.00202302,140.576,2.81136E-10,9.4558,33.9475,2.19921,3.36924E-06,0.000673945
DTXSID3032626,C11H15NO2S,225.31,1.179,1.36458E-05,0.000530884,3.5316,1.1841E-09,9.5407,208.272,2.91751,2.72815E-07,0.00010167
DTXSID1022267,C5H10N2O2S,162.21,1.125,0.000138357,0.242103,3.54663,1.98462E-08,6.47551,20.1143,0.600496,5.45296E-06,0.346095
DTXSID8032627,C19H34O3,310.478,0.862,6.83912E-05,5.32108E-06,4.76252,1.09748E-07,8.95414,1403.08,5.5028,2.35593E-05,2.76398E-06
DTXSID2040286,C11H21N5OS,271.38,1.17,2.47742E-07,0.000845279,4.88787,2.77335E-09,9.26105,524.635,2.81769,2.85996E-07,0.0011665
DTXSID9020827,C16H15Cl3O2,345.64,1.393,2.42103E-06,7.94328E-07,5.09595,2.05176E-07,9.1736,79308.3,5.08015,6.16014E-06,2.45045E-07
DTXSID3032628,C22H28N2O3,368.477,1.098,2.97852E-08,1.32739E-05,3.35393,1.48176E-09,10.3986,1851.25,3.69869,3.43903E-08,4.90474E-06
DTXSID5025811,C19H36O2,296.495,0.852,7.94328E-06,0.000016293,5.73154,2.48525E-07,9.16112,4321.96,7.45061,6.29625E-06,2.60728E-07
DTXSID60193689,C10H18O2,170.252,0.894,0.12942,0.000785236,4.6508,0.000249145,5.05873,376.252,3.54891,0.113862,0.000566169
DTXSID0032605,C16H14Cl2O4,341.18,1.328,5.57186E-07,4.48745E-06,4.653,9.19937E-09,9.81963,15762.3,4.70945,3.48898E-06,7.44548E-06
DTXSID0051578,C23H44O2,352.603,0.832,2.50035E-07,7.04693E-06,5.7432,2.28204E-07,10.4379,10297.9,9.32014,1.08862E-06,0.000133607
DTXSID7041831,C21H39NO4,369.546,0.933,2.69774E-06,8.35603E-06,5.69655,2.45712E-07,9.74848,11012,3.74529,1.22374E-06,0.000174272
DTXSID7022201,C8H6Cl2O2,205.03,1.369,0.030761,0.000236048,3.54689,1.30898E-07,5.76109,107.359,2.64295,0.00942205,0.000430697
DTXSID6025567,C8H9NO2,151.165,1.154,0.00209894,0.0176198,3.53716,1.0914E-08,7.71364,50.1823,1.87744,0.0271174,0.0189233
DTXSID9041653,C10H12O4,196.202,1.253,0.000169434,0.00887156,3.51352,1.42458E-09,7.95158,105.854,2.05106,3.29892E-08,0.011904
DTXSID7042148,C33H24Cl2N4O6,643.48,1.549,1.76604E-16,1.11173E-09,85.9736,9.68368E-09,9.57502,141379,6.24375,3.48753E-08,2.03762E-07
DTXSID8020832,CH3Br,94.939,1.342,1273.5,0.316957,20.7524,0.00739454,2.00087,21.9145,1.19051,1601.49,0.147937
DTXSID6042151,C10H10O2,162.188,1.062,0.00534564,0.00688652,4.30577,5.73386E-07,5.1893,103.938,2.61736,0.0342378,0.00140205
DTXSID4026842,C11H22O2,186.295,0.877,0.0374973,0.000279254,4.9384,0.000176521,5.82282,694.658,4.40911,0.0374509,2.38851E-05
DTXSID2029325,C13H22O3,226.316,0.966,0.00192309,0.000922571,4.58871,2.42069E-07,7.32586,154.346,3.56381,0.00168425,0.00124037
DTXSID4025117,C2H6S2,94.19,0.986,12.4165,0.0418794,90.2715,0.00120883,3.34826,102.603,1.77051,28.5925,0.0331931
DTXSID5026889,C13H26O2,214.349,0.866,0.00385478,0.000152757,4.94725,0.000150997,6.90338,1305.06,5.41,0.00413043,2.02827E-05
DTXSID3021516,C4H8O,72.107,0.877,106.17,1.13763,3.66957,5.70512E-05,2.72588,15.8984,0.291427,90.6245,3.18317
DTXSID4029149,C17H34O2,270.457,0.841,5.61048E-05,6.96627E-06,5.67695,2.61936E-07,8.38944,2481.94,7.37835,4.72266E-05,2.41946E-07
DTXSID2027204,C2H3NS,73.11,1.01,6.1235,0.0319154,6.4893,6.71303E-06,1.60766,9.33658,0.939946,3.57146,0.103306
DTXSID7020843,C19H34O2,294.479,0.861,5.83445E-06,4.69894E-05,5.73766,3.12065E-07,8.85004,4021.93,6.82138,3.67963E-06,3.24949E-07
DTXSID5041560,C19H32O2,292.463,0.88,6.38263E-06,8.43335E-05,5.73695,3.05418E-07,8.64423,2416.69,6.29209,5.06874E-06,2.55549E-06
DTXSID2020844,C5H8O2,100.117,0.929,23.3884,0.091622,4.12561,9.83498E-05,3.14249,16.6906,1.37681,38.4662,0.155289
DTXSID2026864,C9H18O2,158.241,0.887,0.341193,0.000981748,4.45478,0.000778515,4.45269,296.294,3.34202,0.545897,0.000605793
DTXSID1020855,C8H10NO5PS,263.2,1.403,4.72063E-05,0.000206063,4.99917,1.00755E-07,8.20928,998.772,2.86214,3.52669E-06,0.000173298
DTXSID1042154,C15H15N3O2,269.304,1.135,4.80839E-10,2.13304E-06,3.54012,2.70074E-10,10.0863,947.812,3.34469,2.85856E-07,6.44443E-05
DTXSID5025659,C8H8O3,152.149,1.194,0.0285102,0.0295121,3.54314,7.70245E-08,6.54548,55.7648,2.54681,0.0337693,0.0149092
DTXSID2047640,C19H38O2,298.511,0.835,9.95405E-06,2.43781E-06,5.68538,2.56918E-07,9.40658,4874.75,8.34852,1.35313E-05,3.19744E-06
DTXSID4025662,C10H10O,146.189,1.018,0.0170216,0.00816582,3.72517,3.28274E-06,5.20881,95.345,2.07064,0.0124577,0.0130965
DTXSID5027019,C15H30O2,242.403,0.854,0.000497737,1.93642E-05,5.6685,2.56753E-06,7.44491,2055.2,6.40895,0.000492329,1.76786E-06
DTXSID6042155,C3H8N4O2,132.123,1.322,3.05492E-05,0.109648,4.44154,1.77117E-10,8.4056,46.4175,-0.583006,1.1707E-09,0.221682
