"","ID","chemical","tissue","Type","Source","unit","Species","applicationrate"
"250","CPF5","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"251","BAF1","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"252","BAF2","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"253","BAF3","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"254","BAF4","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"255","BAF5","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"256","BAF6","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"257","BAF7","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"258","BAF8","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"259","BAF9","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"260","BAF10","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"261","TC101","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"262","TC102","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"263","TC103","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"264","TC104","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"265","TC105","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"266","TC107","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"267","TC108","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"268","TC109","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"269","TC110","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"270","TC111","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"271","TC112","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"272","TC113","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"273","TC114","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"274","TC115","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"275","TC116","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"276","TC117","X35.DCA",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"277","PMK2061","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"278","PMK2062","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"279","PMK2063","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"280","PMK2064","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"281","PMK2065","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"282","PMK2066","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"283","PMK2067","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"284","PMK2068","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"285","PMK2069","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"286","PMK2070","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"287","PMK2071","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"288","PMK2072","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"289","PMK2016","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"290","PMK2017","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"291","PMK2018","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"292","PMK2019","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"293","PMK2020","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"294","PMK2021","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"295","PMK2022","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"296","PMK2024","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"297","PMK2025","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"298","PMK2026","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"299","PMK2027","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"300","PMK2028","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"301","PMK2029","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"302","PMK2030","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"303","PMK2046","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"304","PMK2047","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"305","PMK2048","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"306","PMK2049","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"307","PMK2050","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"308","PMK2051","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"309","PMK2052","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"310","PMK2053","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"311","PMK2054","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"312","PMK2055","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"313","PMK2056","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"314","PMK2057","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"315","PMK2058","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"316","PMK2059","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"317","PMK2060","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"318","PMK2031","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"319","PMK2032","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"320","PMK2033","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"321","PMK2034","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"322","PMK2035","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"323","PMK2036","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"324","PMK2037","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"325","PMK2038","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"326","PMK2039","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"327","PMK2040","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"328","PMK2041","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"329","PMK2042","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"330","PMK2043","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"331","PMK2044","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"332","PMK2045","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"333","NPF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"334","NPF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"335","NPF6","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"336","NPF7","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"337","NPF8","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"338","NPF9","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"339","NPF10","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"340","NPF11","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana Pipiens","unknown"
"341","SCF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"342","SCF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"343","SCF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"344","SCF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"345","SCF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"346","CNF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"347","CNF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"348","CNF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"349","CNF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"350","CNF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"351","MLF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"352","MLF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"353","MLF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"354","MLF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"355","MLF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"356","RGF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"357","RGF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"358","RGF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"359","RGF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"360","RGF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris triseriata","unknown"
"361","LCF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"362","LCF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"363","LCF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"364","LCF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"365","LCF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"366","LCF6","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"367","LCF7","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"368","LCF8","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"369","LCF9","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"370","LCF10","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"371","WJB106","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"372","WJB107","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"373","WBJ108","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"374","WBJ109","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"375","WBJ110","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"376","WBJ112","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"377","WBJ206","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"378","WBJ301","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"379","WBJ303","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"380","WBJ304","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"381","WBJ305","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"382","WBJ306","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"383","WBJ307","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana sphenocephala","unknown"
"384","CPF1","Azoxystrobin",0.0201,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"385","CPF2","Azoxystrobin",0.0332,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"386","CPF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"387","CPF4","Azoxystrobin",0.0459,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"388","CPF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"389","BAF1","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"390","BAF2","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"391","BAF3","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"392","BAF4","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"393","BAF5","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"394","BAF6","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"395","BAF7","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"396","BAF8","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"397","BAF9","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"398","BAF10","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana clamitans","unknown"
"399","TC101","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"400","TC102","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"401","TC103","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"402","TC104","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"403","TC105","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"404","TC107","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"405","TC108","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"406","TC109","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"407","TC110","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"408","TC111","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"409","TC112","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"410","TC113","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"411","TC114","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"412","TC115","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"413","TC116","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"414","TC117","Azoxystrobin",NA,"Field","Battaglin et al. 2016","ug/kg","Rana catesbeiana","unknown"
"415","PMK2061","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"416","PMK2062","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"417","PMK2063","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"418","PMK2064","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"419","PMK2065","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"420","PMK2066","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"421","PMK2067","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"422","PMK2068","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"423","PMK2069","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"424","PMK2070","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"425","PMK2071","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"426","PMK2072","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"427","PMK2016","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"428","PMK2017","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"429","PMK2018","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"430","PMK2019","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"431","PMK2020","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"432","PMK2021","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"433","PMK2022","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"434","PMK2024","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"435","PMK2025","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"436","PMK2026","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"437","PMK2027","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"438","PMK2028","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"439","PMK2029","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"440","PMK2030","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"441","PMK2046","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"442","PMK2047","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"443","PMK2048","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"444","PMK2049","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
"445","PMK2050","Bifenthrin",NA,"Field","Battaglin et al. 2016","ug/kg","Pseudacris regilla","unknown"
